TransactionID,ProductID,CustomerID,StoreID,Date,Quantity,TotalAmount
20091,101,1315,9,2026-04-17 02:00:00,5,23.21
20092,131,1482,31,2026-04-17 03:00:00,2,95.54
20093,111,1204,18,2026-04-17 04:00:00,1,74.85
20094,123,1114,49,2026-04-17 05:00:00,5,21.66
20095,125,1474,2,2026-04-17 06:00:00,2,93.07
20096,108,1131,6,2026-04-17 07:00:00,5,94.56
20097,118,1048,50,2026-04-17 08:00:00,5,95.56
20098,140,1120,13,2026-04-17 09:00:00,4,24.09
20099,114,1206,11,2026-04-17 10:00:00,1,67.15
20100,149,1128,49,2026-04-17 11:00:00,3,96.12
20101,123,1431,47,2026-04-17 12:00:00,1,79.36
20102,116,1047,42,2026-04-17 13:00:00,1,58.31
20103,142,1007,22,2026-04-17 14:00:00,4,26.8
20104,142,1380,29,2026-04-17 15:00:00,4,89.23
20105,112,1178,50,2026-04-17 16:00:00,4,19.96
20106,140,1119,49,2026-04-17 17:00:00,5,64.68
20107,139,1079,27,2026-04-17 18:00:00,1,16.2
20108,130,1109,13,2026-04-17 19:00:00,1,29.24
20109,106,1283,3,2026-04-17 20:00:00,2,62.08
20110,104,1169,42,2026-04-17 21:00:00,1,23.63
20111,125,1185,14,2026-04-17 22:00:00,4,47.13
20112,111,1393,11,2026-04-17 23:00:00,2,99.34
20113,144,1134,44,2026-04-18 00:00:00,3,10.62
20114,120,1026,25,2026-04-18 01:00:00,3,10.7
20115,140,1364,45,2026-04-18 02:00:00,5,18.47
20116,134,1256,30,2026-04-18 03:00:00,3,69.66
20117,120,1356,14,2026-04-18 04:00:00,5,81.91
20118,141,1103,43,2026-04-18 05:00:00,5,74.64
20119,116,1492,28,2026-04-18 06:00:00,3,91.15
20120,121,1254,40,2026-04-18 07:00:00,1,85.86
20121,138,1160,20,2026-04-18 08:00:00,1,38.42
20122,132,1212,29,2026-04-18 09:00:00,4,52.35
20123,104,1185,8,2026-04-18 10:00:00,3,27.27
20124,126,1178,44,2026-04-18 11:00:00,2,74.84
20125,115,1218,39,2026-04-18 12:00:00,4,45.1
20126,112,1483,2,2026-04-18 13:00:00,2,28.8
20127,122,1362,8,2026-04-18 14:00:00,3,35.82
20128,107,1149,1,2026-04-18 15:00:00,5,12.34
20129,137,1041,11,2026-04-18 16:00:00,4,31.06
20130,128,1237,40,2026-04-18 17:00:00,3,22.34
20131,121,1394,15,2026-04-18 18:00:00,1,42.16
20132,147,1447,34,2026-04-18 19:00:00,2,30.97
20133,125,1032,35,2026-04-18 20:00:00,3,71.4
20134,119,1086,47,2026-04-18 21:00:00,4,66.14
20135,131,1152,43,2026-04-18 22:00:00,4,24.23
20136,126,1070,9,2026-04-18 23:00:00,1,37.87
20137,140,1479,26,2026-04-19 00:00:00,1,41.15
20138,125,1214,20,2026-04-19 01:00:00,4,12.38
20139,133,1185,42,2026-04-19 02:00:00,1,48.75
20140,116,1392,7,2026-04-19 03:00:00,2,50.15
20141,150,1120,45,2026-04-19 04:00:00,4,42.66
20142,116,1408,5,2026-04-19 05:00:00,5,38.65
20143,121,1163,30,2026-04-19 06:00:00,5,69.71
20144,147,1045,39,2026-04-19 07:00:00,3,48.72
20145,148,1317,21,2026-04-19 08:00:00,3,88.11
20146,102,1479,40,2026-04-19 09:00:00,5,32.82
20147,137,1086,32,2026-04-19 10:00:00,2,22.22
20148,109,1119,10,2026-04-19 11:00:00,1,95.73
20149,126,1222,1,2026-04-19 12:00:00,3,93.08
20150,150,1018,41,2026-04-19 13:00:00,2,98.18
20151,142,1065,49,2026-04-19 14:00:00,5,36.91
20152,119,1089,1,2026-04-19 15:00:00,5,77.27
20153,120,1221,2,2026-04-19 16:00:00,3,32.62
20154,131,1088,38,2026-04-19 17:00:00,3,81.13
20155,111,1372,31,2026-04-19 18:00:00,1,16.82
20156,140,1015,30,2026-04-19 19:00:00,1,72.16
20157,125,1449,27,2026-04-19 20:00:00,1,93.71
20158,112,1385,46,2026-04-19 21:00:00,1,59.33
20159,144,1326,40,2026-04-19 22:00:00,4,59.23
20160,118,1081,4,2026-04-19 23:00:00,5,70.15
20161,138,1054,23,2026-04-20 00:00:00,5,88.81
20162,125,1407,23,2026-04-20 01:00:00,2,59.31
20163,142,1201,25,2026-04-20 02:00:00,4,68.14
20164,149,1092,33,2026-04-20 03:00:00,2,67.66
20165,148,1452,28,2026-04-20 04:00:00,4,33.32
20166,141,1327,33,2026-04-20 05:00:00,5,22.0
20167,139,1437,24,2026-04-20 06:00:00,5,30.62
20168,128,1402,13,2026-04-20 07:00:00,3,20.67
20169,130,1096,25,2026-04-20 08:00:00,3,23.32
20170,121,1206,39,2026-04-20 09:00:00,5,51.32
20171,144,1126,5,2026-04-20 10:00:00,2,37.4
20172,101,1019,28,2026-04-20 11:00:00,5,33.76
20173,130,1209,19,2026-04-20 12:00:00,2,16.42
20174,122,1412,4,2026-04-20 13:00:00,2,70.57
20175,105,1449,28,2026-04-20 14:00:00,1,16.5
20176,138,1187,10,2026-04-20 15:00:00,5,46.56
20177,145,1215,12,2026-04-20 16:00:00,5,86.21
20178,127,1165,23,2026-04-20 17:00:00,3,78.54
20179,142,1225,42,2026-04-20 18:00:00,4,21.17
20180,130,1012,5,2026-04-20 19:00:00,1,39.33
20181,121,1301,35,2026-04-20 20:00:00,1,62.74
20182,105,1148,9,2026-04-20 21:00:00,1,42.19
20183,121,1373,26,2026-04-20 22:00:00,2,98.39
20184,141,1114,14,2026-04-20 23:00:00,5,78.64
20185,145,1473,5,2026-04-21 00:00:00,3,22.25
20186,133,1036,15,2026-04-21 01:00:00,2,30.76
20187,117,1321,42,2026-04-21 02:00:00,1,67.66
20188,112,1342,39,2026-04-21 03:00:00,5,51.13
20189,148,1309,15,2026-04-21 04:00:00,3,27.25
20190,123,1219,1,2026-04-21 05:00:00,4,42.99
20191,134,1351,2,2026-04-21 06:00:00,4,33.49
20192,149,1204,35,2026-04-21 07:00:00,5,25.55
20193,106,1254,39,2026-04-21 08:00:00,2,85.53
20194,144,1325,6,2026-04-21 09:00:00,2,12.64
20195,143,1311,15,2026-04-21 10:00:00,3,70.31
20196,118,1151,29,2026-04-21 11:00:00,5,49.21
20197,150,1258,40,2026-04-21 12:00:00,2,60.68
20198,127,1267,18,2026-04-21 13:00:00,5,16.06
20199,115,1390,43,2026-04-21 14:00:00,3,71.28
20200,108,1151,14,2026-04-21 15:00:00,3,57.99
20201,146,1211,37,2026-04-21 16:00:00,4,35.97
20202,123,1396,12,2026-04-21 17:00:00,2,82.82
20203,143,1057,22,2026-04-21 18:00:00,4,15.03
20204,124,1468,10,2026-04-21 19:00:00,5,90.54
20205,101,1206,17,2026-04-21 20:00:00,5,46.24
20206,116,1312,39,2026-04-21 21:00:00,3,42.43
20207,145,1146,38,2026-04-21 22:00:00,3,71.27
20208,123,1138,16,2026-04-21 23:00:00,2,83.18
20209,144,1189,41,2026-04-22 00:00:00,5,41.53
20210,142,1290,45,2026-04-22 01:00:00,5,80.04
20211,129,1297,6,2026-04-22 02:00:00,3,76.95
20212,132,1140,43,2026-04-22 03:00:00,1,56.25
20213,135,1255,42,2026-04-22 04:00:00,2,83.81
20214,148,1073,12,2026-04-22 05:00:00,3,87.98
20215,103,1416,25,2026-04-22 06:00:00,4,20.11
20216,131,1403,34,2026-04-22 07:00:00,5,63.92
20217,101,1196,27,2026-04-22 08:00:00,5,52.53
20218,150,1324,4,2026-04-22 09:00:00,5,99.95
20219,149,1359,14,2026-04-22 10:00:00,4,96.86
20220,119,1214,13,2026-04-22 11:00:00,1,57.71
20221,118,1471,12,2026-04-22 12:00:00,2,41.35
20222,141,1020,40,2026-04-22 13:00:00,3,98.52
20223,102,1263,8,2026-04-22 14:00:00,2,65.7
20224,129,1011,42,2026-04-22 15:00:00,1,60.29
20225,135,1354,44,2026-04-22 16:00:00,3,40.03
20226,147,1166,42,2026-04-22 17:00:00,1,92.7
20227,141,1451,6,2026-04-22 18:00:00,5,18.27
20228,149,1267,5,2026-04-22 19:00:00,1,12.34
20229,125,1010,33,2026-04-22 20:00:00,3,83.91
20230,106,1478,18,2026-04-22 21:00:00,4,90.0
20231,119,1028,6,2026-04-22 22:00:00,2,73.45
20232,134,1466,24,2026-04-22 23:00:00,3,62.0
20233,111,1348,48,2026-04-23 00:00:00,5,32.96
20234,128,1062,15,2026-04-23 01:00:00,4,77.98
20235,111,1424,31,2026-04-23 02:00:00,5,63.05
20236,141,1441,26,2026-04-23 03:00:00,2,13.34
20237,149,1466,15,2026-04-23 04:00:00,2,73.97
20238,112,1280,42,2026-04-23 05:00:00,2,17.16
20239,125,1166,50,2026-04-23 06:00:00,1,96.11
20240,150,1388,21,2026-04-23 07:00:00,1,33.23
20241,103,1308,18,2026-04-23 08:00:00,2,71.27
20242,116,1060,15,2026-04-23 09:00:00,1,50.22
20243,149,1453,22,2026-04-23 10:00:00,4,12.17
20244,115,1007,15,2026-04-23 11:00:00,1,85.5
20245,134,1033,38,2026-04-23 12:00:00,2,79.74
20246,102,1148,22,2026-04-23 13:00:00,3,11.08
20247,147,1271,5,2026-04-23 14:00:00,1,25.73
20248,122,1234,40,2026-04-23 15:00:00,4,82.47
20249,141,1370,2,2026-04-23 16:00:00,4,50.49
20250,106,1421,8,2026-04-23 17:00:00,3,38.98
20251,102,1475,36,2026-04-23 18:00:00,5,98.57
20252,120,1126,7,2026-04-23 19:00:00,3,99.66
20253,111,1221,30,2026-04-23 20:00:00,1,77.84
20254,135,1480,10,2026-04-23 21:00:00,1,11.54
20255,104,1028,18,2026-04-23 22:00:00,4,91.98
20256,131,1137,4,2026-04-23 23:00:00,5,73.76
20257,105,1005,11,2026-04-24 00:00:00,3,64.03
20258,120,1038,18,2026-04-24 01:00:00,3,52.6
20259,104,1151,31,2026-04-24 02:00:00,2,75.51
20260,124,1113,35,2026-04-24 03:00:00,2,78.63
20261,108,1224,35,2026-04-24 04:00:00,2,30.28
20262,130,1205,33,2026-04-24 05:00:00,5,57.48
20263,145,1215,2,2026-04-24 06:00:00,2,96.49
20264,127,1314,17,2026-04-24 07:00:00,1,43.02
20265,122,1380,2,2026-04-24 08:00:00,2,25.8
20266,114,1030,4,2026-04-24 09:00:00,4,17.09
20267,136,1378,20,2026-04-24 10:00:00,4,94.69
20268,140,1118,4,2026-04-24 11:00:00,3,20.42
20269,132,1436,19,2026-04-24 12:00:00,4,69.64
20270,125,1303,3,2026-04-24 13:00:00,4,57.82
20271,146,1349,19,2026-04-24 14:00:00,3,82.64
20272,112,1168,32,2026-04-24 15:00:00,5,10.62
20273,144,1363,28,2026-04-24 16:00:00,4,41.84
20274,142,1231,27,2026-04-24 17:00:00,5,15.04
20275,129,1240,11,2026-04-24 18:00:00,1,14.82
20276,133,1478,23,2026-04-24 19:00:00,5,22.17
20277,127,1258,31,2026-04-24 20:00:00,3,53.25
20278,145,1449,43,2026-04-24 21:00:00,5,21.13
20279,121,1134,14,2026-04-24 22:00:00,3,91.14
20280,118,1435,26,2026-04-24 23:00:00,5,54.09
20281,109,1227,44,2026-04-25 00:00:00,4,51.86
20282,124,1271,11,2026-04-25 01:00:00,1,99.61
20283,126,1023,41,2026-04-25 02:00:00,4,60.53
20284,150,1043,11,2026-04-25 03:00:00,4,83.59
20285,115,1096,41,2026-04-25 04:00:00,3,40.54
20286,108,1257,20,2026-04-25 05:00:00,4,65.54
20287,133,1206,19,2026-04-25 06:00:00,1,50.37
20288,125,1141,22,2026-04-25 07:00:00,4,40.73
20289,145,1465,40,2026-04-25 08:00:00,5,47.05
20290,133,1355,11,2026-04-25 09:00:00,2,94.55
20291,121,1129,6,2026-04-25 10:00:00,1,42.48
20292,146,1376,15,2026-04-25 11:00:00,2,16.49
20293,113,1229,30,2026-04-25 12:00:00,2,12.72
20294,111,1327,4,2026-04-25 13:00:00,5,99.6
20295,107,1446,47,2026-04-25 14:00:00,5,91.95
20296,140,1139,42,2026-04-25 15:00:00,5,99.04
20297,149,1302,27,2026-04-25 16:00:00,2,58.81
20298,104,1126,24,2026-04-25 17:00:00,5,40.78
20299,101,1013,44,2026-04-25 18:00:00,4,63.41
20300,127,1436,1,2026-04-25 19:00:00,3,81.04
20301,111,1429,43,2026-04-25 20:00:00,5,79.39
20302,106,1159,29,2026-04-25 21:00:00,3,83.09
20303,113,1033,44,2026-04-25 22:00:00,1,96.79
20304,127,1013,45,2026-04-25 23:00:00,2,81.97
20305,123,1428,23,2026-04-26 00:00:00,1,44.49
20306,111,1081,31,2026-04-26 01:00:00,5,78.2
20307,135,1285,23,2026-04-26 02:00:00,4,41.86
20308,111,1435,16,2026-04-26 03:00:00,1,82.71
20309,149,1469,36,2026-04-26 04:00:00,5,20.34
20310,102,1384,21,2026-04-26 05:00:00,2,77.68
20311,122,1138,44,2026-04-26 06:00:00,2,58.21
20312,145,1217,10,2026-04-26 07:00:00,1,93.94
20313,118,1213,11,2026-04-26 08:00:00,2,97.72
20314,149,1332,25,2026-04-26 09:00:00,5,91.01
20315,130,1356,10,2026-04-26 10:00:00,1,88.69
20316,135,1249,15,2026-04-26 11:00:00,4,26.54
20317,125,1036,3,2026-04-26 12:00:00,2,53.2
20318,145,1197,25,2026-04-26 13:00:00,3,78.02
20319,136,1006,46,2026-04-26 14:00:00,1,33.72
20320,125,1254,48,2026-04-26 15:00:00,5,52.27
20321,105,1270,15,2026-04-26 16:00:00,2,21.04
20322,134,1301,20,2026-04-26 17:00:00,5,56.0
20323,123,1372,23,2026-04-26 18:00:00,5,94.69
20324,133,1240,46,2026-04-26 19:00:00,2,48.61
20325,116,1248,3,2026-04-26 20:00:00,1,56.24
20326,103,1395,44,2026-04-26 21:00:00,1,91.5
20327,146,1438,30,2026-04-26 22:00:00,1,69.49
20328,128,1295,19,2026-04-26 23:00:00,1,70.85
20329,132,1242,43,2026-04-27 00:00:00,5,96.57
20330,135,1165,37,2026-04-27 01:00:00,3,66.2
20331,150,1092,30,2026-04-27 02:00:00,1,14.29
20332,126,1444,44,2026-04-27 03:00:00,3,49.75
20333,124,1278,49,2026-04-27 04:00:00,2,46.42
20334,110,1386,46,2026-04-27 05:00:00,1,37.68
20335,137,1314,32,2026-04-27 06:00:00,5,17.42
20336,118,1498,13,2026-04-27 07:00:00,2,43.88
20337,145,1328,37,2026-04-27 08:00:00,1,20.99
20338,135,1319,44,2026-04-27 09:00:00,1,43.49
20339,142,1261,1,2026-04-27 10:00:00,4,64.56
20340,146,1495,12,2026-04-27 11:00:00,4,31.74
20341,134,1017,13,2026-04-27 12:00:00,3,57.49
20342,123,1292,49,2026-04-27 13:00:00,2,98.1
20343,111,1154,20,2026-04-27 14:00:00,3,10.28
20344,120,1159,9,2026-04-27 15:00:00,4,40.93
20345,106,1275,15,2026-04-27 16:00:00,4,49.41
20346,104,1219,6,2026-04-27 17:00:00,4,43.73
20347,108,1176,10,2026-04-27 18:00:00,1,97.1
20348,133,1190,32,2026-04-27 19:00:00,4,20.52
20349,147,1197,20,2026-04-27 20:00:00,5,33.24
20350,112,1193,42,2026-04-27 21:00:00,5,89.23
20351,132,1210,26,2026-04-27 22:00:00,2,73.08
20352,136,1024,19,2026-04-27 23:00:00,3,21.79
20353,114,1116,49,2026-04-28 00:00:00,2,23.41
20354,111,1284,24,2026-04-28 01:00:00,1,63.26
20355,137,1433,48,2026-04-28 02:00:00,5,67.16
20356,124,1132,48,2026-04-28 03:00:00,5,28.35
20357,106,1356,18,2026-04-28 04:00:00,5,35.68
20358,131,1170,26,2026-04-28 05:00:00,1,94.86
20359,124,1416,31,2026-04-28 06:00:00,1,92.79
20360,104,1204,3,2026-04-28 07:00:00,1,72.4
20361,133,1466,37,2026-04-28 08:00:00,1,26.28
20362,127,1200,34,2026-04-28 09:00:00,3,33.84
20363,106,1477,17,2026-04-28 10:00:00,1,33.15
20364,143,1027,48,2026-04-28 11:00:00,5,93.29
20365,147,1280,11,2026-04-28 12:00:00,1,25.96
20366,114,1076,2,2026-04-28 13:00:00,5,53.2
20367,107,1434,20,2026-04-28 14:00:00,4,65.28
20368,105,1292,3,2026-04-28 15:00:00,3,52.38
20369,131,1250,21,2026-04-28 16:00:00,4,31.66
20370,133,1055,31,2026-04-28 17:00:00,2,57.66
20371,137,1417,49,2026-04-28 18:00:00,3,67.32
20372,103,1112,38,2026-04-28 19:00:00,2,82.98
20373,113,1134,13,2026-04-28 20:00:00,1,85.9
20374,130,1164,28,2026-04-28 21:00:00,3,14.07
20375,148,1165,8,2026-04-28 22:00:00,5,39.35
20376,112,1473,13,2026-04-28 23:00:00,5,33.36
20377,130,1341,11,2026-04-29 00:00:00,1,42.43
20378,110,1059,44,2026-04-29 01:00:00,2,34.84
20379,150,1472,37,2026-04-29 02:00:00,2,27.55
20380,121,1081,28,2026-04-29 03:00:00,5,65.44
20381,142,1185,20,2026-04-29 04:00:00,1,86.09
20382,145,1151,29,2026-04-29 05:00:00,4,72.65
20383,123,1072,27,2026-04-29 06:00:00,2,91.4
20384,104,1292,15,2026-04-29 07:00:00,3,75.42
20385,128,1452,14,2026-04-29 08:00:00,5,76.2
20386,141,1261,38,2026-04-29 09:00:00,4,82.62
20387,134,1060,25,2026-04-29 10:00:00,2,41.26
20388,145,1406,8,2026-04-29 11:00:00,4,48.31
20389,121,1418,45,2026-04-29 12:00:00,2,55.37
20390,114,1028,49,2026-04-29 13:00:00,2,81.64
20391,112,1245,19,2026-04-29 14:00:00,5,82.93
20392,136,1489,43,2026-04-29 15:00:00,4,94.41
20393,118,1045,41,2026-04-29 16:00:00,2,63.8
20394,119,1378,29,2026-04-29 17:00:00,1,68.88
20395,115,1457,1,2026-04-29 18:00:00,2,72.93
20396,139,1474,39,2026-04-29 19:00:00,4,65.78
20397,118,1172,37,2026-04-29 20:00:00,1,30.03
20398,146,1148,46,2026-04-29 21:00:00,2,51.57
20399,127,1327,34,2026-04-29 22:00:00,3,62.48
20400,149,1400,40,2026-04-29 23:00:00,3,89.65
20401,132,1273,6,2026-04-30 00:00:00,5,79.01
20402,147,1262,15,2026-04-30 01:00:00,3,23.95
20403,118,1103,20,2026-04-30 02:00:00,5,83.78
20404,105,1377,5,2026-04-30 03:00:00,2,29.75
20405,110,1483,19,2026-04-30 04:00:00,4,81.13
20406,131,1161,50,2026-04-30 05:00:00,4,78.67
20407,144,1469,15,2026-04-30 06:00:00,3,50.45
20408,107,1058,3,2026-04-30 07:00:00,1,78.35
20409,119,1484,49,2026-04-30 08:00:00,2,74.55
20410,109,1375,12,2026-04-30 09:00:00,1,97.39
20411,105,1133,20,2026-04-30 10:00:00,1,60.12
20412,121,1196,42,2026-04-30 11:00:00,5,40.41
20413,143,1301,8,2026-04-30 12:00:00,1,30.02
20414,114,1274,30,2026-04-30 13:00:00,4,54.29
20415,123,1288,21,2026-04-30 14:00:00,1,63.33
20416,102,1143,29,2026-04-30 15:00:00,4,60.3
20417,106,1263,44,2026-04-30 16:00:00,3,66.68
20418,132,1108,22,2026-04-30 17:00:00,4,21.12
20419,128,1486,30,2026-04-30 18:00:00,5,60.17
20420,124,1265,44,2026-04-30 19:00:00,1,85.97
20421,131,1489,18,2026-04-30 20:00:00,3,33.1
20422,135,1030,21,2026-04-30 21:00:00,2,83.63
20423,141,1164,4,2026-04-30 22:00:00,4,88.51
20424,119,1344,42,2026-04-30 23:00:00,3,58.42
20425,110,1442,20,2026-05-01 00:00:00,4,26.59
20426,101,1204,50,2026-05-01 01:00:00,3,32.85
20427,115,1439,19,2026-05-01 02:00:00,2,22.7
20428,135,1396,21,2026-05-01 03:00:00,1,44.61
20429,116,1038,49,2026-05-01 04:00:00,4,83.64
20430,107,1119,14,2026-05-01 05:00:00,2,95.33
20431,112,1327,4,2026-05-01 06:00:00,2,98.07
20432,147,1364,39,2026-05-01 07:00:00,4,22.7
20433,114,1452,15,2026-05-01 08:00:00,2,73.6
20434,129,1277,25,2026-05-01 09:00:00,4,70.06
20435,124,1172,46,2026-05-01 10:00:00,2,51.52
20436,112,1434,45,2026-05-01 11:00:00,4,10.9
20437,126,1091,42,2026-05-01 12:00:00,5,27.74
20438,106,1104,1,2026-05-01 13:00:00,4,76.45
20439,126,1046,27,2026-05-01 14:00:00,1,97.46
20440,112,1428,29,2026-05-01 15:00:00,5,74.53
20441,107,1286,32,2026-05-01 16:00:00,3,15.07
20442,131,1107,27,2026-05-01 17:00:00,1,93.55
20443,102,1389,39,2026-05-01 18:00:00,5,74.0
20444,118,1119,13,2026-05-01 19:00:00,3,25.0
20445,148,1330,18,2026-05-01 20:00:00,2,75.69
20446,137,1141,2,2026-05-01 21:00:00,3,30.71
20447,142,1165,38,2026-05-01 22:00:00,4,33.67
20448,139,1248,27,2026-05-01 23:00:00,3,64.53
20449,121,1286,30,2026-05-02 00:00:00,5,26.17
20450,141,1447,2,2026-05-02 01:00:00,2,75.9
20451,121,1282,23,2026-05-02 02:00:00,1,26.48
20452,102,1219,41,2026-05-02 03:00:00,1,76.54
20453,125,1038,42,2026-05-02 04:00:00,4,37.09
20454,147,1100,39,2026-05-02 05:00:00,3,99.05
20455,144,1007,22,2026-05-02 06:00:00,5,61.55
20456,116,1473,22,2026-05-02 07:00:00,2,42.28
20457,146,1152,41,2026-05-02 08:00:00,2,58.17
20458,145,1248,47,2026-05-02 09:00:00,2,34.25
20459,144,1089,20,2026-05-02 10:00:00,5,23.92
20460,109,1360,23,2026-05-02 11:00:00,1,73.19
20461,105,1298,2,2026-05-02 12:00:00,4,22.35
20462,110,1497,46,2026-05-02 13:00:00,5,28.43
20463,145,1149,20,2026-05-02 14:00:00,5,76.53
20464,113,1380,34,2026-05-02 15:00:00,5,32.72
20465,127,1101,15,2026-05-02 16:00:00,4,24.84
20466,105,1266,48,2026-05-02 17:00:00,3,15.07
20467,145,1356,28,2026-05-02 18:00:00,5,46.41
20468,149,1264,7,2026-05-02 19:00:00,3,68.34
20469,102,1419,37,2026-05-02 20:00:00,1,72.78
20470,147,1373,11,2026-05-02 21:00:00,3,87.63
20471,148,1064,7,2026-05-02 22:00:00,5,62.89
20472,131,1133,26,2026-05-02 23:00:00,3,21.03
20473,136,1291,24,2026-05-03 00:00:00,5,60.62
20474,125,1307,1,2026-05-03 01:00:00,2,48.13
20475,106,1134,34,2026-05-03 02:00:00,1,95.3
20476,113,1388,41,2026-05-03 03:00:00,4,37.94
20477,117,1064,38,2026-05-03 04:00:00,3,59.84
20478,103,1050,6,2026-05-03 05:00:00,5,50.08
20479,130,1270,35,2026-05-03 06:00:00,3,44.2
20480,111,1398,42,2026-05-03 07:00:00,2,18.96
20481,118,1297,37,2026-05-03 08:00:00,5,59.45
20482,102,1030,19,2026-05-03 09:00:00,4,43.87
20483,134,1117,31,2026-05-03 10:00:00,5,34.51
20484,120,1262,6,2026-05-03 11:00:00,2,82.75
20485,150,1113,37,2026-05-03 12:00:00,4,81.72
20486,110,1370,5,2026-05-03 13:00:00,5,11.75
20487,124,1022,32,2026-05-03 14:00:00,2,55.85
20488,142,1314,18,2026-05-03 15:00:00,3,84.98
20489,123,1283,11,2026-05-03 16:00:00,2,99.74
20490,114,1136,31,2026-05-03 17:00:00,5,41.64
20491,132,1441,10,2026-05-03 18:00:00,2,47.81
20492,146,1105,27,2026-05-03 19:00:00,4,76.78
20493,115,1444,12,2026-05-03 20:00:00,3,15.01
20494,120,1131,36,2026-05-03 21:00:00,3,93.79
20495,142,1326,42,2026-05-03 22:00:00,4,18.18
20496,125,1214,43,2026-05-03 23:00:00,1,66.09
20497,131,1423,13,2026-05-04 00:00:00,5,98.79
20498,139,1292,13,2026-05-04 01:00:00,5,65.53
20499,109,1486,32,2026-05-04 02:00:00,4,93.48
20500,116,1349,31,2026-05-04 03:00:00,3,29.0
20501,119,1045,8,2026-05-04 04:00:00,4,60.15
20502,150,1241,2,2026-05-04 05:00:00,3,16.7
20503,132,1244,20,2026-05-04 06:00:00,3,28.11
20504,116,1237,22,2026-05-04 07:00:00,1,64.02
20505,107,1002,30,2026-05-04 08:00:00,3,36.97
20506,120,1396,40,2026-05-04 09:00:00,4,59.37
20507,115,1298,17,2026-05-04 10:00:00,4,96.95
20508,150,1165,32,2026-05-04 11:00:00,2,26.81
20509,131,1268,15,2026-05-04 12:00:00,2,22.27
20510,124,1013,12,2026-05-04 13:00:00,2,23.22
20511,118,1159,31,2026-05-04 14:00:00,4,43.05
20512,120,1465,20,2026-05-04 15:00:00,1,42.25
20513,146,1117,39,2026-05-04 16:00:00,1,56.5
20514,123,1172,12,2026-05-04 17:00:00,1,80.71
20515,120,1389,30,2026-05-04 18:00:00,5,76.33
20516,128,1423,41,2026-05-04 19:00:00,2,15.31
20517,145,1162,46,2026-05-04 20:00:00,2,37.44
20518,124,1076,25,2026-05-04 21:00:00,3,39.64
20519,104,1006,5,2026-05-04 22:00:00,2,75.99
20520,106,1231,37,2026-05-04 23:00:00,2,29.4
20521,116,1312,17,2026-05-05 00:00:00,5,35.69
20522,138,1052,11,2026-05-05 01:00:00,3,33.52
20523,113,1342,2,2026-05-05 02:00:00,3,51.0
20524,126,1441,12,2026-05-05 03:00:00,5,10.18
20525,104,1319,35,2026-05-05 04:00:00,4,46.28
20526,125,1228,44,2026-05-05 05:00:00,4,97.87
20527,144,1308,33,2026-05-05 06:00:00,1,67.5
20528,111,1328,26,2026-05-05 07:00:00,4,65.91
20529,116,1008,43,2026-05-05 08:00:00,3,58.19
20530,143,1213,4,2026-05-05 09:00:00,1,89.18
20531,123,1084,45,2026-05-05 10:00:00,4,53.4
20532,147,1151,23,2026-05-05 11:00:00,5,82.02
20533,122,1471,42,2026-05-05 12:00:00,2,69.97
20534,113,1019,27,2026-05-05 13:00:00,4,28.83
20535,110,1326,47,2026-05-05 14:00:00,5,13.79
20536,143,1319,26,2026-05-05 15:00:00,3,97.93
20537,113,1330,38,2026-05-05 16:00:00,4,66.84
20538,127,1252,3,2026-05-05 17:00:00,5,73.39
20539,130,1033,39,2026-05-05 18:00:00,5,84.07
20540,150,1303,32,2026-05-05 19:00:00,5,86.2
20541,141,1064,17,2026-05-05 20:00:00,3,12.63
20542,139,1082,11,2026-05-05 21:00:00,2,11.68
20543,132,1122,25,2026-05-05 22:00:00,1,89.69
20544,110,1142,42,2026-05-05 23:00:00,3,88.33
20545,118,1063,36,2026-05-06 00:00:00,3,46.15
20546,141,1403,46,2026-05-06 01:00:00,5,34.92
20547,129,1283,3,2026-05-06 02:00:00,1,57.32
20548,107,1063,27,2026-05-06 03:00:00,2,63.96
20549,130,1388,23,2026-05-06 04:00:00,4,98.25
20550,138,1431,48,2026-05-06 05:00:00,4,76.3
20551,139,1032,34,2026-05-06 06:00:00,1,53.95
20552,135,1195,34,2026-05-06 07:00:00,2,43.06
20553,134,1123,21,2026-05-06 08:00:00,4,60.29
20554,107,1376,47,2026-05-06 09:00:00,3,15.2
20555,121,1474,14,2026-05-06 10:00:00,4,47.25
20556,123,1092,3,2026-05-06 11:00:00,5,57.96
20557,106,1447,30,2026-05-06 12:00:00,4,28.4
20558,123,1412,22,2026-05-06 13:00:00,1,34.9
20559,110,1116,36,2026-05-06 14:00:00,2,57.37
20560,105,1269,21,2026-05-06 15:00:00,1,15.29
20561,123,1272,9,2026-05-06 16:00:00,1,39.73
20562,109,1307,34,2026-05-06 17:00:00,1,35.29
20563,104,1338,25,2026-05-06 18:00:00,5,55.31
20564,106,1184,8,2026-05-06 19:00:00,4,35.61
20565,102,1225,2,2026-05-06 20:00:00,5,66.54
20566,108,1202,22,2026-05-06 21:00:00,3,81.64
20567,139,1303,30,2026-05-06 22:00:00,4,17.21
20568,105,1316,4,2026-05-06 23:00:00,1,13.88
20569,104,1202,9,2026-05-07 00:00:00,3,95.63
20570,126,1132,40,2026-05-07 01:00:00,4,91.39
20571,146,1442,46,2026-05-07 02:00:00,5,43.88
